Facility Name,Hospital overall rating,Beds Available ,Cardio Rating,Neuro Rating,Ortho Rating,Doctors on Duty,Distance,Y
LONESOME PINE HOSPITAL,4,18,3,5,2,18,26,0
ST DAVID'S MEDICAL CENTER,4,8,3,4,5,20,14,1
GEORGETOWN BEHAVIORAL HEALTH INSTITUTE,4,23,5,1,4,19,16,1
RUSSELL REGIONAL HOSPITAL,2,17,2,1,1,14,25,0
FRISBIE MEMORIAL HOSPITAL,4,25,1,4,5,9,10,1
HEARTLAND REGIONAL MEDICAL CENTER,4,20,5,4,2,13,16,0
ATRIUM MEDICAL CENTER,5,17,5,5,5,5,24,1
GARRISON MEMORIAL HOSPITAL,4,4,4,4,4,18,1,1
ST LUKES REGIONAL MEDICAL CENTER,3,25,5,2,2,15,23,0
COGDELL MEMORIAL HOSPITAL,4,4,5,5,2,20,18,0
AVERA MARSHALL REGIONAL MEDICAL CTR,2,14,2,1,2,7,1,0
PIEDMONT HOSPITAL,3,14,1,1,5,20,5,1
PENN PRESBYTERIAN MEDICAL CENTER,1,8,1,1,1,7,10,0
BAPTIST MEDICAL CENTER-ATTALA,3,18,3,4,1,7,18,0
BAPTIST BEAUMONT HOSPITAL,3,13,5,2,1,15,5,0
SENTARA PRINCESS ANNE HOSPITAL,4,28,4,1,5,11,13,1
ST LUKE'S DES PERES HOSPITAL,4,22,5,2,4,6,27,0
RIO GRANDE HOSPITAL,5,12,5,4,5,15,29,0
PHILLIPS EYE INSTITUTE,5,9,4,5,5,9,9,1
OCEANS BEHAVIORAL HOSPITAL OF DERIDDER,3,21,2,4,1,5,8,0
LAKE GRANBURY MEDICAL CENTER,4,14,4,4,3,15,10,0
POPLAR COMMUNITY HOSPITAL,4,12,4,3,5,11,18,1
BETHESDA HOSPITAL EAST,4,24,4,2,5,16,29,1
PROVIDENCE HEALTH,2,15,1,1,3,18,18,0
LEHIGH VALLEY HOSPITAL-SCHUYLKILL S. JACKSON STREE,3,4,2,5,2,7,16,0
FINLEY HOSPITAL,3,19,5,1,3,5,1,1
CLINTON MEMORIAL HOSPITAL,4,12,4,5,2,5,24,0
STEWARD SEBASTIAN RIVER MEDICAL CENTER,4,28,2,5,3,5,14,1
SINAI HOSPITAL OF BALTIMORE,5,23,4,4,5,12,8,1
FREEMAN NEOSHO HOSPITAL,2,8,2,2,1,13,13,0
NORTHWEST MISSOURI PSYCHIATRIC REHAB CTR,3,2,3,2,3,16,22,0
CHARLOTTE HUNGERFORD HOSPITAL,3,6,2,3,3,16,8,0
PORT ST LUCIE HOSPITAL,2,4,1,2,3,9,14,0
OSF SAINT LUKES MEDICAL CENTER,3,30,5,3,1,13,12,0
KAISER FOUNDATION HOSPITAL-SAN JOSE,3,11,1,4,4,13,22,0
BELLEVUE HOSPITAL CENTER,4,8,5,4,1,6,16,0
MEMORIAL REGIONAL HOSPITAL,4,12,3,5,2,16,14,0
AURORA WEST ALLIS MEDICAL CENTER,3,19,3,3,3,19,1,1
TRIOS,3,24,2,4,3,16,15,0
COMMUNITY HOSPITAL OF ANACONDA,5,14,4,5,4,10,2,1
WHEELING HOSPITAL,5,21,4,5,5,16,19,1
STEWART MEMORIAL COMMUNITY HOSPITAL,4,20,3,2,5,18,4,1
ASANTE ROGUE REGIONAL MEDICAL CENTER,3,24,3,1,4,11,17,1
MCBRIDE ORTHOPEDIC HOSPITAL,3,20,2,3,2,7,25,0
SHRINERS HOSPITAL FOR CHILDREN,4,2,2,4,5,19,8,1
SANFORD MEDICAL CENTER THIEF RIVER FALLS,4,27,2,5,3,6,13,1
HENRY COUNTY MEMORIAL HOSPITAL,4,29,3,4,3,8,4,1
SAINT ROSE DOMINICAN HOSPITALS - SIENA CAMPUS,2,10,1,1,4,9,1,1
ST MARY'S GOOD SAMARITAN HOSPITAL,5,8,5,4,4,13,7,1
KAISER SUNNYSIDE MEDICAL CENTER,2,4,2,1,2,9,24,0
ATRIUM HEALTH UNION,3,16,2,5,2,10,5,0
LOST RIVERS MEDICAL CENTER,4,23,3,2,5,7,22,1
MIDMICHIGAN MEDICAL CENTER-MIDLAND,3,5,4,3,1,16,1,0
GEORGE E WEEMS MEMORIAL HOSPITAL,3,28,1,5,1,20,18,0
LIVINGSTON HEALTHCARE,4,7,4,4,4,8,22,0
SOUTHWEST HEALTHCARE SERVICES,4,28,5,4,1,18,15,0
MIDWEST SURGICAL HOSPITAL LLC,3,18,5,3,1,20,1,0
JACKSON COUNTY MEMORIAL HOSPITAL AUTHORITY,3,17,4,3,1,11,6,0
ST LUKE'S WOOD RIVER MEDICAL CENTER,3,10,2,1,5,13,10,1
SCHOOLCRAFT MEMORIAL HOSPITAL,4,18,5,2,4,12,24,0
WAYNE COUNTY HOSPITAL,4,23,2,5,5,17,25,1
PEACHEALTH ST JOHN MEDICAL CENTER,5,6,5,5,5,16,11,1
GREAT RIVER MEDICAL CENTER,4,20,1,4,5,20,9,1
KIT CARSON COUNTY MEMORIAL HOSPITAL,3,6,4,3,2,8,19,0
HANCOCK REGIONAL HOSPITAL,4,16,4,5,2,5,5,0
CREEDMOOR PSYCHIATRIC CENTER,4,30,5,3,3,11,18,1
ANNA JAQUES HOSPITAL,4,13,5,1,4,16,20,0
REEVES MEMORIAL MEDICAL CENTER,2,4,3,1,2,15,18,0
ABRAZO SCOTTSDALE CAMPUS,4,28,4,5,1,9,4,0
SHRINERS' HOSPITAL FOR CHILDREN (THE),4,15,5,2,3,10,17,0
GREYSTONE PARK PSYCH HOSP,3,24,5,2,1,5,17,0
UNC ROCKINGHAM,4,24,5,4,1,14,27,0
GRIMES ST JOSEPH HEALTH CENTER,4,30,5,2,3,20,16,1
GRITMAN MEDICAL CENTER,3,5,4,1,4,8,24,0
CUMBERLAND HOSPITAL LLC,5,7,3,5,5,15,26,0
GERALD CHAMPION REGIONAL MEDICAL CENTER,3,27,1,3,4,16,29,0
SANTIAM HOSPITAL,3,27,3,2,2,8,9,0
TEXAS HEALTH HARRIS METHODIST HOSPITAL STEPHENVILL,5,7,4,5,4,7,16,0
PENDER MEMORIAL HOSPITAL,1,15,1,1,1,20,16,0
CHI ST ALEXIUS HEALTH TURTLE LAKE,4,10,3,4,3,18,19,0
LA PALMA INTERCOMMUNITY HOSPITAL,5,15,5,4,5,18,10,1
DALLAS COUNTY HOSPITAL,4,23,3,4,3,11,11,1
PALO VERDE BEHAVIORAL HEALTH,4,24,1,5,4,9,27,0
ST JOSEPH HOSPITAL,4,10,1,5,4,12,13,1
BOSTON MEDICAL CENTER CORPORATION-,3,19,1,5,3,5,13,0
ROGER MILLS MEMORIAL HOSPITAL,3,4,2,3,4,20,3,1
HOSPITAL METROPOLITANO DR TITO MATTEI,3,5,3,2,2,17,20,0
ORO VALLEY HOSPITAL,5,27,5,5,3,6,19,0
GHS PATEWOOD MEMORIAL HOSPITAL,4,13,5,1,4,19,6,1
JOHN F KENNEDY MEMORIAL HOSPITAL,3,27,1,3,5,5,16,1
BROWARD HEALTH MEDICAL CENTER,4,14,4,5,3,9,26,0
AULTMAN HOSPITAL,3,18,3,2,3,17,9,1
TRIGG COUNTY HOSPITAL,4,16,3,5,2,9,8,0
SUMMA HEALTH SYSTEM,3,10,5,1,3,8,21,0
HUNTERDON MEDICAL CENTER,3,20,2,2,5,14,15,1
LAKE BUTLER HOSPITAL,2,3,1,2,1,6,14,0
SUNNYVIEW HOSPITAL AND REHABILITATION CENTER,4,22,5,5,2,14,10,0
NAZARETH HOSPITAL,3,6,4,1,2,18,8,0
MERCY HOSPITAL OF FOLSOM,3,30,2,3,2,17,18,0
DESERT REGIONAL MEDICAL CENTER,3,19,1,5,2,9,9,0
I-70 COMMUNITY HOSPITAL,4,28,2,3,5,20,9,1
REGIONAL WEST GARDEN COUNTY HOSPITAL,4,2,1,5,5,7,16,0
MCLEOD MEDICAL CENTER - DILLON,3,5,4,4,1,10,27,0
UPMC HAMOT,2,23,1,2,3,19,14,0
CARLINVILLE AREA HOSPITAL,3,27,1,2,4,10,1,1
HILLCREST MEDICAL CENTER,4,28,3,3,4,10,22,1
"AD HOSPITAL EAST, LLC",2,25,2,3,1,19,22,0
EPHRAIM MCDOWELL FORT LOGAN HOSPITAL,3,20,5,1,3,18,9,1
PURCELL MUNICIPAL HOSPITAL,3,12,3,1,4,7,12,0
WALDO COUNTY GENERAL HOSPITAL,3,10,1,2,4,10,18,0
VALLEY BAPTIST MEDICAL CENTER- BROWNSVILLE,3,16,3,3,3,12,13,0
CATAWBA VALLEY MEDICAL CENTER,4,8,3,3,5,7,9,1
LEA REGIONAL MEDICAL CENTER,4,15,2,4,4,5,25,0
MERCY HOSPITAL SOUTH,1,30,1,1,1,7,3,0
MOSAIC MEDICAL CENTER ALBANY,4,23,2,3,5,9,13,1
SHARON HOSPITAL,3,14,1,4,4,6,1,1
DAVIS REGIONAL MEDICAL CENTER,4,7,4,4,3,15,9,0
MAYHILL HOSPITAL,3,11,1,4,2,9,23,0
FULTON COUNTY HOSPITAL,3,21,5,1,1,5,17,0
WELCH COMMUNITY HOSPITAL,3,21,1,1,5,15,7,1
THE BROOK HOSPITAL - DUPONT,3,3,2,3,3,6,29,0
LABETTE HEALTH,4,14,3,2,5,12,11,1
HORN MEMORIAL HOSPITAL,3,11,3,5,1,18,4,0
LOVELACE REGIONAL HOSPITAL - ROSWELL,3,5,3,2,2,17,17,0
NORTH MISSISSIPPI STATE HOSPITAL,3,6,4,2,2,18,17,0
ALLIANCE COMMUNITY HOSPITAL,2,16,2,1,1,18,20,0
CEDAR SPRINGS BEHAVIORAL HEALTH SYSTEM,5,28,5,5,4,12,17,1
SOLDIERS AND SAILORS MEMORIAL HOSPITAL OF YATES,2,19,1,4,1,8,23,0
PARKRIDGE MEDICAL CENTER,5,12,5,5,3,5,29,0
CAPE REGIONAL MEDICAL CENTER INC,4,20,2,4,4,8,29,0
HARPER UNIVERSITY HOSPITAL,3,7,2,3,3,11,27,0
HENRY FORD KINGSWOOD HOSPITAL,5,6,4,5,4,13,9,1
PALO PINTO GENERAL HOSPITAL,3,12,2,5,1,5,25,0
SPARKS MEDICAL CENTER - FORT SMITH,4,20,4,2,4,10,22,0
SAINT ANNE'S HOSPITAL,4,12,4,5,3,10,26,0
BRENTWOOD BEHAVIORAL HEALTHCARE OF MS,4,19,5,2,3,17,15,0
ADVENTIST HEALTH CLEARLAKE,2,17,3,1,2,20,16,0
PRAIRIE VIEW INC,4,5,5,2,5,9,9,1
MEDICAL CENTER OF SOUTH ARKANSAS,4,9,2,5,3,18,17,0
PETERSBURG MEDICAL CENTER,5,29,5,4,5,7,9,1
SAINT MARY'S REGIONAL MEDICAL CENTER,5,8,4,5,4,8,30,0
MARSHFIELD MEDICAL CENTER - NEILLSVILLE,3,30,1,4,2,17,26,0
MERCY HEALTH - DEFIANCE HOSPITAL,5,24,4,4,5,18,9,1
PIEDMONT HENRY HOSPITAL,3,17,1,1,5,20,20,1
"DELAWARE VALLEY HOSPITAL, INC",4,14,4,5,1,9,21,0
BAY AREA MEDICAL CENTER,3,14,4,3,1,11,3,0
SPECTRUM HEALTH UNITED HOSPITAL,4,10,5,1,5,19,7,1
KINGMAN COMMUNITY HOSPITAL,2,11,1,3,1,11,22,0
TOPPENISH COMMUNITY HOSPITAL,2,18,2,1,2,18,5,0
SOUTHEAST MICHIGAN SURGICAL HOSPITAL,2,20,1,1,4,11,18,0
TETON VALLEY HOSPITAL,3,23,1,4,3,13,3,1
GHS GREER MEMORIAL HOSPITAL,4,20,4,3,5,7,2,1
WESTERN NY CHILDRENS PSYCHIATRIC CENTER,4,26,4,5,2,14,3,1
SABINE MEDICAL CENTER,3,29,3,3,1,16,21,0
MCKENZIE HEALTH SYSTEM,2,25,4,1,1,8,22,0
PIONEER MEDICAL CENTER,5,9,5,5,5,18,25,0
BHC FAIRFAX HOSPITAL,5,5,4,5,4,19,26,0
NORTH MEMORIAL HEALTH,3,28,5,1,1,5,4,0
MONROE COUNTY HOSPITAL,3,28,1,3,4,18,28,0
WAMEGO HEALTH CENTER,3,4,1,2,4,8,17,0
MAIN LINE HOSPITAL LANKENAU,3,9,1,3,3,10,24,0
NOVANT HEALTH BRUNSWICK MEDICAL CENTER,4,6,4,2,5,13,11,1
"WILLOUGH AT NAPLES, THE",3,21,2,3,4,20,17,1
WAHIAWA GENERAL HOSPITAL,4,12,4,2,5,7,15,1
PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO,3,25,3,3,1,15,12,0
NOVANT HEALTH FORSYTH MEDICAL CENTER,5,30,5,4,5,9,13,1
HOLY SPIRIT HOSPITAL,2,2,1,1,2,11,26,0
SAKAKAWEA MEDICAL CENTER - CAH,4,30,3,4,3,12,24,0
ASCENSION MACOMB OAKLAND HOSP-WARREN CAMPUS,4,25,4,3,4,17,7,1
SOUTHCOAST BEHAVIORAL HEALTH,2,28,4,1,1,10,30,0
PALMETTO GENERAL HOSPITAL,4,13,3,5,3,10,9,0
GREENE MEMORIAL HOSPITAL,2,24,3,1,1,13,25,0
VALLEY HOSPITAL MEDICAL CENTER,3,21,2,3,4,15,22,0
SUNCOAST BEHAVIORAL HEALTH CENTER,5,16,5,3,5,19,16,1
UNIVERSITY OF MICHIGAN HEALTH SYSTEM,4,2,4,5,1,7,27,0
MESA VIEW REGIONAL HOSPITAL,2,14,1,3,1,16,10,0
LAWTON INDIAN HOSPITAL,5,24,3,5,5,5,9,1
BANNER-UNIVERSITY MEDICAL CENTER SOUTH CAMPUS,5,29,4,5,5,18,20,1
MCLAREN FLINT,3,18,1,4,2,19,14,0
FALLON MEDICAL COMPLEX HOSPITAL,2,18,2,2,2,13,12,0
WESTCHESTER MEDICAL CENTER,4,14,3,4,4,11,3,1
UNIVERSITY HEALTH SYSTEM,4,24,4,3,3,17,15,1
LINDSBORG COMMUNITY HOSPITAL,4,11,5,4,3,14,20,0
INOVA MOUNT VERNON HOSPITAL,3,22,4,3,1,13,26,0
ELMORE COMMUNITY HOSPITAL,4,24,5,3,4,6,4,1
FOND DU LAC COUNTY ACUTE PSYCH UNIT,2,7,1,4,1,13,14,0
WASHINGTON COUNTY HOSPITAL,3,12,3,2,4,7,7,1
MCLAREN PORT HURON,3,21,1,4,3,17,30,0
SAN LUKE'S MEMORIAL HOSPITAL INC,3,25,3,2,2,7,18,0
SULLIVAN COUNTY COMMUNITY HOSPITAL,2,2,2,1,1,13,24,0
JEWELL COUNTY HOSPITAL,2,30,1,4,1,15,26,0
WINCHESTER MEDICAL CENTER,3,19,2,2,5,16,24,1
CARNEY HOSPITAL,4,26,3,5,3,20,17,1
NATIVIDAD MEDICAL CENTER,4,30,5,2,5,5,26,1
ST BERNARDS MEDICAL CENTER,4,14,4,2,4,20,4,1
BEHAVIORAL HEALTHCARE CENTER AT COLUMBIA,3,2,3,5,1,9,30,0
SANFORD JACKSON MEDICAL CENTER,4,17,4,2,5,19,20,1
COLLEGE HOSPITAL,4,23,5,2,3,19,8,1
KOOTENAI HEALTH,2,10,1,1,2,10,18,0
PETALUMA VALLEY HOSPITAL,3,2,5,2,1,5,14,0
MADISON VALLEY MEDICAL CENTER,3,29,1,1,5,10,2,1
GIBSON GENERAL HOSPITAL,5,10,5,4,5,14,5,1
SOUTH BIG HORN COUNTY CRITICAL ACCESS HOSPITAL,3,16,2,5,1,6,4,0
DICKENSON COMMUNITY HOSPITAL,4,12,3,4,3,16,30,0
SAINT THOMAS HIGHLANDS HOSPITAL,3,29,1,3,3,8,13,1
CAPITAL HEALTH SYSTEM-FULD CAMPUS,3,5,1,4,4,13,15,0
GRAND VIEW HOSPITAL,4,10,4,5,1,20,25,0
ALLIANCEHEALTH SEMINOLE,1,24,1,1,1,19,29,0
BOONE COUNTY HOSPITAL,3,14,2,5,2,8,13,0
KANSAS HEART HOSPITAL,5,5,5,4,5,19,19,1
RUSK STATE HOSP,3,15,1,3,5,11,7,1
DIXIE REGIONAL MEDICAL CENTER,3,13,2,3,3,19,29,0
MISSISSIPPI METHODIST REHAB CTR,4,10,4,2,4,11,11,1
COOPERSTOWN MEDICAL CENTER,3,22,3,4,2,18,6,1
SUTTER SANTA ROSA REGIONAL HOSPITAL,4,8,3,4,5,5,16,1
MEADOWS REGIONAL MEDICAL CENTER,3,7,2,1,4,18,11,1
MEDICAL CENTER ENTERPRISE,2,16,2,2,1,5,21,0
GRANT MEMORIAL HOSPITAL,3,13,1,4,4,9,20,0
LEXINGTON MEDICAL CENTER,3,27,2,3,2,10,15,0
CHRISTUS SOUTHEAST TEXAS- ST ELIZABETH,5,29,5,3,5,8,28,1
BIG HORN HOSPITAL,3,30,1,1,5,16,19,1
GOOD SAMARITAN HOSPITAL,4,23,3,5,4,16,27,0
PLATEAU MEDICAL CENTER,4,18,3,3,4,19,28,0
MC DONOUGH DISTRICT HOSPITAL,4,22,4,4,3,17,13,1
SPRING MOUNTAIN TREATMENT CENTER,3,2,3,4,2,9,8,0
VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS,3,10,5,2,2,6,23,0
TEXAS HEALTH HARRIS METHODIST FORT WORTH,4,28,1,5,5,19,23,1
EAST LOS ANGELES DOCTORS HOSPITAL,5,29,5,4,5,15,13,1
UPMC HORIZON,2,5,1,2,3,18,10,0
EASTERN SHORE HOSPITAL CENTER,2,25,1,1,4,6,2,1
MEMORIAL HOSPITAL LOS BANOS,4,14,4,5,1,10,19,0
METRO HEALTH HOSPITAL,2,29,3,1,1,20,29,0
LAC+USC MEDICAL CENTER,3,30,4,2,1,12,29,0
NEW HAMPSHIRE HOSP-PSYCH UNIT,4,3,3,4,3,10,2,0
F W HUSTON MEDICAL CENTER,4,18,1,5,4,16,18,1
FLAGLER HOSPITAL,3,10,2,2,5,17,5,1
MCCAMEY HOSPITAL,3,5,2,2,4,6,2,1
MEMORIAL HOSPITAL,3,29,3,2,3,5,22,0
FRANCISCAN HEALTH MUNSTER,3,17,3,2,2,7,15,0
DELTA COMMUNITY HOSPITAL,5,17,4,5,4,16,18,1
ARBOUR HUMAN RESOURCE INSTITUTE,4,7,3,5,3,19,21,0
GUAM REGIONAL MEDICAL CITY,5,6,5,4,5,11,26,0
HAYS MEDICAL CENTER,2,10,2,2,1,10,25,0
MUNSON MEDICAL CENTER,3,11,4,2,3,18,13,0
NORTHERN LIGHT ACADIA HOSPITAL,3,22,4,2,3,18,13,1
MINDEN MEDICAL CENTER,4,8,5,4,3,9,16,0
"EUREKA SPRINGS HOSPITAL, LLC",5,21,5,4,4,6,9,1
PALM BAY HOSPITAL,4,23,3,5,2,15,19,0
UPMC KANE,3,22,5,1,1,9,17,0
NORTH SHORE MEDICAL CENTER -,4,24,2,5,4,18,6,1
PARKER ADVENTIST HOSPITAL,4,20,5,3,2,10,27,0
MAYO CLINIC HEALTH SYSTEM - FAIRMONT,4,2,3,5,3,18,6,0
OPTIONS BEHAVIORAL HEALTH SYSTEM,2,4,2,2,2,18,16,0
SAINT ANTHONY HOSPITAL,4,8,1,5,5,11,4,1
WATERTOWN REGIONAL MEDICAL CENTER,2,2,1,2,1,18,28,0
CROOK COUNTY HOSPITAL,2,6,1,4,1,17,1,0
THE BEHAVIORAL CENTER OF MICHIGAN,3,13,3,2,3,7,24,0
CUYUNA REGIONAL MEDICAL CENTER,4,10,3,5,3,10,7,0
MEDICAL CITY DALLAS,5,10,4,5,5,15,13,1
MERCY FITZGERALD HOSPITAL,5,11,5,3,5,10,16,1
BOLIVAR MEDICAL CENTER,4,6,2,5,3,12,19,0
COMMUNITY MEMORIAL HOSPITAL,4,15,4,3,3,12,11,0
JERSEY CITY MEDICAL CENTER,3,4,3,2,2,12,19,0
HEGG MEMORIAL HEALTH CENTER,4,14,3,3,5,14,13,1
BAYFRONT HEALTH - ST PETERSBURG,2,29,1,1,3,19,3,1
OCEANS BEHAVIORAL HOSPITAL OF BATON ROUGE,4,3,5,5,1,6,23,0
ADVOCATE ILLINOIS MASONIC MEDICAL CENTER,4,30,5,4,1,9,29,0
COMMUNITY MEMORIAL HOSPITAL,4,9,1,4,5,12,12,1
METHODIST HOSPITAL,3,7,3,3,3,14,25,0
AURORA SHEBOYGAN MEMORIAL MEDICAL CTR,2,6,4,1,1,19,12,0
ST ELIZABETH FT THOMAS,4,8,4,2,4,5,18,0
REDMOND REGIONAL MEDICAL CENTER,4,26,1,5,4,14,1,1
HOPEDALE HOSPITAL,4,13,5,5,1,5,15,0
CAROMONT REGIONAL MEDICAL CENTER,3,24,3,1,5,12,16,1
HIGHLAND-CLARKSBURG HOSPITAL INC,2,22,1,4,1,19,24,0
WHITERIVER PHS INDIAN HOSPITAL,2,29,1,2,2,12,2,1
HOLMES REGIONAL MEDICAL CENTER,3,18,3,2,3,12,26,0
NORTHWEST HOSPITAL,4,2,5,2,5,14,17,1
BROOKS MEMORIAL HOSPITAL,3,19,3,3,1,20,5,0
CRESCENT MEDICAL CENTER LANCASTER,2,20,1,2,3,18,5,1
NAVICENT HEALTH BALDWIN,3,13,4,1,2,15,20,0
SPECTRUM HEALTH KELSEY HOSPITAL,2,13,2,3,1,19,5,0
WESTERN WISCONSIN HEALTH,3,17,4,1,3,6,20,0
LINCOLN COUNTY HOSPITAL,3,25,3,2,3,15,27,0
BRONSON METHODIST HOSPITAL,3,29,2,1,4,16,18,1
CENTRACARE HEALTH - MONTICELLO,4,11,3,5,4,17,15,1
HENRICO DOCTORS' HOSPITAL,4,8,5,4,2,8,13,0
ADVENTIST HEALTH REEDLEY,3,4,2,4,1,12,6,0
LA PORTE HOSPITAL,3,14,3,4,2,13,16,0
COSHOCTON REGIONAL MEDICAL CENTER,2,4,1,1,4,6,16,0
FORT WALTON BEACH MEDICAL CENTER,3,29,1,2,5,11,22,1
ALLEN COUNTY REGIONAL HOSPITAL,4,2,3,5,3,5,18,0
ROCK PRAIRIE BEHAVIORAL HEALTH,4,7,5,5,1,10,26,0
ASCENSION NE WISCONSIN - ST ELIZABETH CAMPUS,4,30,5,2,4,9,25,1
HSHS GOOD SHEPHERD HOSPITAL INC,4,30,5,3,4,12,23,1
KANSAS MEDICAL CENTER LLC,4,22,4,3,4,16,17,1
CHAMBERSBURG HOSPITAL,3,18,2,4,2,5,3,0
MAYO CLINIC HEALTH SYSTEM - LAKE CITY,4,19,2,5,3,11,21,0
MACON COUNTY SAMARITAN MEMORIAL HOSPITAL,3,9,2,4,3,13,15,0
CRANE COUNTY HOSPITAL DISTRICT,3,18,2,2,3,11,10,0
MEMORIAL HOSPITAL,3,11,3,2,3,14,23,0
JOHNSON CITY MEDICAL CENTER,3,12,5,1,2,18,27,0
MEMORIAL HOSPITAL,3,18,3,4,2,7,3,0
LAKE WALES MEDICAL CENTER,2,4,2,3,1,8,7,0
REGIONAL HEALTH SPEARFISH HOSPITAL,4,4,3,5,4,17,7,1
DIGNITY HEALTH ARIZONA GENERAL HOSPITAL,3,19,2,5,1,13,12,0
BAUM HARMON MERCY HOSPITAL,3,23,3,3,3,10,7,1
SHENANDOAH MEDICAL CENTER,3,6,3,5,1,16,11,0
METROWEST MEDICAL CENTER,2,22,2,2,2,10,23,0
EXCELSIOR SPRINGS HOSPITAL,5,22,5,4,5,18,25,1
SOCORRO GENERAL HOSPITAL,4,27,2,5,5,12,4,1
SUTTER CENTER FOR PSYCHIATRY,3,11,4,2,2,7,6,0
ROCK COUNTY HOSPITAL,4,5,5,1,4,10,28,0
WELLSTAR COBB HOSPITAL,2,9,1,1,4,6,27,0
LAS PALMAS MEDICAL CENTER,4,17,1,4,5,12,20,1
BIG SOUTH FORK MEDICAL CENTER,2,6,1,3,1,14,18,0
HOLTON COMMUNITY HOSPITAL,3,22,3,4,1,14,10,0
TITUS REGIONAL MEDICAL CENTER,2,22,2,2,1,6,24,0
HIGGINS GENERAL HOSPITAL,4,7,3,5,4,7,25,0
UNITY MEDICAL AND SURGICAL HOSPITAL,3,10,3,5,1,18,29,0
GILLETTE CHILDRENS SPECIALTY HOSPITAL,4,5,4,4,2,20,28,0
OVERLOOK MEDICAL CENTER,3,14,1,1,5,10,24,0
CHRISTUS MOTHER FRANCES HOSPITAL SULPHUR SPRINGS,2,10,2,3,1,12,20,0
PREMIER SURGICAL INSTITUTE,3,15,3,3,2,8,2,0
RANGELY DISTRICT HOSPITAL,5,4,5,3,5,17,19,1
INOVA ALEXANDRIA HOSPITAL,3,16,2,1,4,20,25,0
CARIBOU MEMORIAL HOSPITAL,4,28,5,5,2,10,29,0
SUNNYSIDE COMMUNITY HOSPITAL,3,20,1,5,3,8,26,0
MISSOURI RIVER MEDICAL CENTER,3,10,5,2,2,11,6,0
HIMA SAN PABLO HUMACAO,3,9,2,3,2,7,26,0
BARNES-JEWISH ST PETERS HOSPITAL,3,9,3,4,1,17,26,0
PROVIDENCE WILLAMETTE FALLS MEDICAL CENTER,2,21,3,2,1,16,6,0
SANTA BARBARA COTTAGE HOSPITAL,4,13,4,5,3,8,21,0
ST MARKS MEDICAL CENTER,2,7,2,1,3,5,22,0
TEXAS STAR RECOVERY,2,16,2,1,3,19,20,0
MARSHFIELD MEDICAL CENTER - RICE LAKE,5,19,5,4,5,19,19,1
SWEDISH EDMONDS HOSPITAL,4,29,5,1,4,13,2,1
CHICAGO BEHAVIORAL HOSPITAL,3,21,5,1,3,13,1,1
ORTHONEBRASKA HOSPITAL,3,15,4,1,4,12,14,1
NORTHEASTERN NEVADA REGIONAL HOSPITAL,4,15,2,4,5,7,2,1
BEACHAM MEMORIAL HOSPITAL,3,25,4,2,1,11,17,0
PHILHAVEN HOSPITAL,3,14,2,3,3,8,13,0
WEST KENDALL BAPTIST HOSPITAL,2,25,1,3,2,10,9,0
ST JOSEPH MEDICAL CENTER,4,6,2,4,5,20,16,1
ASCENSION EAGLE RIVER HOSPITAL,2,12,1,2,1,12,6,0
PARKVIEW NOBLE HOSPITAL,4,22,3,2,5,17,15,1
SAN DIEGO COUNTY PSYCHIATRIC HOSPITAL,2,15,3,1,1,17,5,0
HENRY FORD HOSPITAL,3,28,3,3,3,8,10,1
ST LUKE'S QUAKERTOWN HOSPITAL,2,30,1,1,4,15,15,1
EL PASO CHILDREN'S HOSPITAL,3,6,2,1,5,16,29,0
CENTURA HEALTH-ST MARY CORWIN MEDICAL CENTER,3,23,4,3,2,17,11,0
PENN HIGHLANDS DUBOIS,3,24,3,5,1,6,24,0
P H S INDIAN HOSPITAL CROW / NORTHERN CHEYENNE,3,26,4,1,3,12,4,1
MOUNTAIN'S EDGE HOSPITAL,4,3,4,4,4,11,11,0
PORTERVILLE DEVELOPMENTAL CENTER,4,24,2,5,5,18,15,1
TEXAS HEALTH PRESBYTERIAN HOSPITAL DENTON,4,22,3,5,3,17,30,0
COTTONWOOD SPRINGS LLC,3,14,1,2,5,6,17,1
CROSSING RIVERS HEALTH MEDICAL CENTER,3,2,4,2,1,10,7,0
OROVILLE HOSPITAL,4,2,2,4,5,7,24,0
ST CLARE HOSPITAL,2,4,1,4,1,10,30,0
WELLSTONE REGIONAL HOSPITAL,3,7,5,1,1,16,8,0
NEW ENGLAND BAPTIST HOSPITAL,2,23,2,1,1,11,1,0
PARKLAND HEALTH CENTER - BONNE TERRE,4,16,3,5,2,12,13,0
ADVOCATE CONDELL MEDICAL CENTER,3,23,2,2,3,17,13,1
WINNESHIEK MEDICAL CENTER,4,29,5,5,2,6,19,0
MANATEE MEMORIAL HOSPITAL,4,4,5,4,1,7,22,0
SANTA ROSA MEDICAL CENTER,3,13,2,4,1,12,22,0
"DE QUEEN MEDICAL CENTER, INC",3,3,5,2,1,12,6,0
ALLENDALE COUNTY HOSPITAL,4,2,4,5,1,6,6,0
SPECTRUM HEALTH REED CITY HOSPITAL,2,7,3,1,1,8,26,0
MEMORIAL HEALTH CARE SYSTEMS,3,11,3,2,4,10,13,0
